"id","sourceSystem","repository","collectionId","parentId","level","title","createdDate","uniqueIdentifier","dimensions","languages","subjects","copyrightStatus","copyrightStatement","linkToSource","access","format","dedication","description","modifiedDate","thumbnail","filePath","sequence","collectionInformation","fileId","mimeType","workType","medium","creators","width","height","md5Checksum","creationPlace"
"002097132","Aleph","RARE","002097132","root","manifest","Cancionero popular.","[19--?].","","15 cm","[""spa""]","[{""term"": ""Songs Peru Texts.""}, {""term"": ""Popular music Peru."", ""uri"": ""http://id.loc.gov/authorities/subjects/sh94002084""}]","","","https://onesearch.library.nd.edu/primo-explore/fulldisplay?docid=ndu_aleph002097132&context=L&vid=NDU&lang=en_US&search_scope=malc_blended&adaptor=Local%20Search%20Engine&tab=onesearch&query=any,contains,ndu_aleph002097132&mode=basic","","13 volumes ;","Hesburgh Library copy from the library of José Durand, acquired by the University Libraries in 1995 through the generosity of Tom and Dottie Corson.","","","","","1","","","","Language material","","[]","","","",""
"BOO_002097132-00a.jpg","Aleph","RARE","002097132","002097132","file","00a","","","","","","","","","","","","","2020-02-25T17:45:30Z","False","s3://libnd-smb-rbsc/digital/MARBLE-images/BOO_002097132/BOO_002097132-00a.jpg","0","","https://rarebooks.library.nd.edu/digital/MARBLE-images/BOO_002097132/BOO_002097132","","","","","","","6412a144e7b16cbb7745611d48ed280c",""
"BOO_002097132-00b.jpg","Aleph","RARE","002097132","002097132","file","00b","","","","","","","","","","","","","2020-02-25T17:45:30Z","False","s3://libnd-smb-rbsc/digital/MARBLE-images/BOO_002097132/BOO_002097132-00b.jpg","1","","https://rarebooks.library.nd.edu/digital/MARBLE-images/BOO_002097132/BOO_002097132","","","","","","","d357c4230fabb6d9cf2315b035742711",""
"BOO_002097132-01.jpg","Aleph","RARE","002097132","002097132","file","01","","","","","","","","","","","","","2020-02-25T17:45:09Z","False","s3://libnd-smb-rbsc/digital/MARBLE-images/BOO_002097132/BOO_002097132-01.jpg","2","","https://rarebooks.library.nd.edu/digital/MARBLE-images/BOO_002097132/BOO_002097132","","","","","","","a4f9c0f5aae543869984bb032547e4cc",""
"BOO_002097132-02.jpg","Aleph","RARE","002097132","002097132","file","02","","","","","","","","","","","","","2020-02-25T17:45:11Z","False","s3://libnd-smb-rbsc/digital/MARBLE-images/BOO_002097132/BOO_002097132-02.jpg","3","","https://rarebooks.library.nd.edu/digital/MARBLE-images/BOO_002097132/BOO_002097132","","","","","","","5f211ba8774f42efcb0c5a418c5efe90",""
"BOO_002097132-03.jpg","Aleph","RARE","002097132","002097132","file","03","","","","","","","","","","","","","2020-02-25T17:45:11Z","False","s3://libnd-smb-rbsc/digital/MARBLE-images/BOO_002097132/BOO_002097132-03.jpg","4","","https://rarebooks.library.nd.edu/digital/MARBLE-images/BOO_002097132/BOO_002097132","","","","","","","25e051b77bfb672a5b5253573007a91b",""
"BOO_002097132-04.jpg","Aleph","RARE","002097132","002097132","file","04","","","","","","","","","","","","","2020-02-25T17:45:12Z","False","s3://libnd-smb-rbsc/digital/MARBLE-images/BOO_002097132/BOO_002097132-04.jpg","5","","https://rarebooks.library.nd.edu/digital/MARBLE-images/BOO_002097132/BOO_002097132","","","","","","","c97e1e5f9ff27903cdde2ed43231196a",""
"BOO_002097132-05.jpg","Aleph","RARE","002097132","002097132","file","05","","","","","","","","","","","","","2020-02-25T17:45:13Z","False","s3://libnd-smb-rbsc/digital/MARBLE-images/BOO_002097132/BOO_002097132-05.jpg","6","","https://rarebooks.library.nd.edu/digital/MARBLE-images/BOO_002097132/BOO_002097132","","","","","","","98b826f07b95a31eb2d49cc0dcd2f4bc",""
"BOO_002097132-06.jpg","Aleph","RARE","002097132","002097132","file","06","","","","","","","","","","","","","2020-02-25T17:45:15Z","False","s3://libnd-smb-rbsc/digital/MARBLE-images/BOO_002097132/BOO_002097132-06.jpg","7","","https://rarebooks.library.nd.edu/digital/MARBLE-images/BOO_002097132/BOO_002097132","","","","","","","8e17e69b55d59a5d16ab15a16d0e59a7",""
"BOO_002097132-07.jpg","Aleph","RARE","002097132","002097132","file","07","","","","","","","","","","","","","2020-02-25T17:45:16Z","False","s3://libnd-smb-rbsc/digital/MARBLE-images/BOO_002097132/BOO_002097132-07.jpg","8","","https://rarebooks.library.nd.edu/digital/MARBLE-images/BOO_002097132/BOO_002097132","","","","","","","bb35423633763cfebb6a68f2cf2eddf4",""
