"id","sourceSystem","repository","collectionId","parentId","level","title","dateCreated","uniqueIdentifier","dimensions","languages","subjects","copyrightStatus","copyrightStatement","linkToSource","access","format","dedication","description","modifiedDate","thumbnail","filePath","sequence","collectionInformation","fileId","mimeType","workType","medium","creators","width","height","md5Checksum","creationPlace"
"004862474","Aleph","RARE","004862474","root","manifest","Reading the Emancipation Proclamation /","1864.","","45 x 53 cm","[""eng""]","[{""term"": ""Lincoln, Abraham, 1809-1865 Portraits.""}, {""term"": ""United States. President (1861-1865 : Lincoln). Emancipation Proclamation."", ""uri"": ""http://id.loc.gov/authorities/names/n84017501""}, {""term"": ""Slaves Emancipation United States Pictorial works.""}, {""term"": ""Prints."", ""uri"": ""http://id.loc.gov/authorities/subjects/sh85106831""}]","","","https://onesearch.library.nd.edu/primo-explore/fulldisplay?docid=ndu_aleph004862474&context=L&vid=NDU&lang=en_US&search_scope=malc_blended&adaptor=Local%20Search%20Engine&tab=onesearch&query=any,contains,ndu_aleph002097132&mode=basic","","1 print :","","Wood engraving depicting the reaction of a group of slaves to hearing the Emancipation Proclamation read to them by a Union soldier. Below this image is a small portrait of Abraham Lincoln. Drawn by H.W. Herrick and engraved by J.W. Watts.","","","","1","","","","Two-dimensional nonprojected graphic","","[{""attribution"": """", ""role"": ""Primary"", ""fullName"": ""Herrick, Henry Walker,"", ""lifeDates"": ""1824-1906"", ""display"": ""Herrick, Henry Walker,""}]","","","",""
"PRI_004560152a.tif","Aleph","RARE","004862474","004862474","file","a","","","","","","","","","","","","","2020-02-25T17:15:45Z","False","s3://libnd-smb-rbsc/digital/MARBLE-images/PRI_004560152/PRI_004560152a.tif","0","","https://rarebooks.library.nd.edu/digital/MARBLE-images/PRI_004560152/PRI_004560152","","","","","","","775a7cf6ddb26b8ab7c6fe0dba28b5df-4",""
