sourceSystem,repository,collectionId,parentId,id,level,title,creator,dateCreated,uniqueIdentifier,dimensions,languages,subjects,usage,license,linkToSource,access,format,dedication,description,modifiedDate,thumbnail,filePath,fileId,sequence,collectionInformation,fileInfo,classification,workType,medium,artists,digitalAssets,width,height,etag,md5Checksum,creators
EmbARK,museum,1976.057,root,1976.057,manifest,Absolution under Fire,Paul Henry Wood,1891,1976.057,76 1/2 x 102 x 3 1/4 in. (194.31 x 259.08 x 8.26 cm),,"[{'authority': 'AAT', 'term': 'absolution', 'uri': 'http://vocab.getty.edu/aat/300264303'}, {'authority': 'IA', 'term': 'American Civil War (American history, 1861-1865)', 'uri': 'http://vocab.getty.edu/page/ia/901000030'}, {'authority': 'AAT', 'term': 'battlefields', 'uri': 'http://vocab.getty.edu/aat/300000835'}, {'authority': 'AAT', 'term': 'battles', 'uri': 'http://vocab.getty.edu/aat/300185692'}, {'authority': 'AAT', 'term': 'civil wars', 'uri': 'http://vocab.getty.edu/aat/300055315'}, {'authority': 'AAT', 'term': 'Irish', 'uri': 'http://vocab.getty.edu/aat/300111259'}, {'authority': 'AAT', 'term': 'priests', 'uri': 'http://vocab.getty.edu/aat/300025774'}, {'authority': 'AAT', 'term': 'soldiers', 'uri': 'http://vocab.getty.edu/aat/300185678'}]",Public domain,,,Galleries American Art,,Gift of the artist,,12/17/2019 10:38:03,,,,,,,Fine Arts,Paintings,oil on canvas,"[{'attribution': '', 'role': 'Primary', 'nationality': 'American', 'lifeDates': '1872 - 1892'}]","[{'sequence': 1, 'thumbnail': True, 'fileDescription': '1976_057-v0001.jpg', 'filePath': '/Media/images/1970/1976/1976_057/1976_057-v0001.jpg'}]",,,,
,,1976.057,1976.057,1976_057-v0001.jpg,file,1976_057-v0001.jpg,,,,,,,,,,,,,1976_057-v0001.jpg,2019-06-26T15:07:11.009Z,True,https://drive.google.com/a/nd.edu/file/d/1GL2V5SQQ1Um2jaKtz5D8DGUIhZqtIF-N/view,,0,,"{'id': '1GL2V5SQQ1Um2jaKtz5D8DGUIhZqtIF-N', 'name': '1976_057-v0001.jpg', 'mimeType': 'image/jpeg', 'parents': ['1VE_r8ptv0kdEa_TpsDu-VYr7USR7nb0l'], 'modifiedTime': '2019-06-26T15:07:11.009Z', 'driveId': '0AGid-WpPHOiEUk9PVA', 'md5Checksum': 'ea1e597ec6ec3dec9ce16153ecf2eb31', 'size': '2425446'}",,,,,,,,,ea1e597ec6ec3dec9ce16153ecf2eb31,"[{'role': 'Primary', 'fullName': "primary", 'nationality': 'mars'},{'role': 'Secondary', 'fullName': "secondary", 'attribution': 'attr'},{'role': 'Secondary', 'fullName': "third", 'nationality': 'mars', 'lifeDates': '1900-2000'}]"
